game_id,season,game_type,week,gameday,away_team,away_score,home_team,home_score,result,total,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,home_team_money_line_5Dimes,home_team_money_line_sportbet,away_team_money_line_5Dimes,away_team_money_line_sportbet,home_team_money_line_bet365,away_team_money_line_bet365,home_team_money_line_BETOnline,home_team_money_line_SPORTS BETTING,away_team_money_line_BETOnline,away_team_money_line_SPORTS BETTING,home_team_money_line_BOVADA,home_team_money_line_bodog,away_team_money_line_BOVADA,away_team_money_line_bodog,home_team_money_line_BOOKMAKER,home_team_money_line_BetCRIS,away_team_money_line_BOOKMAKER,away_team_money_line_BetCRIS,home_team_money_line_JAZZ,away_team_money_line_JAZZ,home_team_money_line_JUSTBET,away_team_money_line_JUSTBET,home_team_money_line_MATCHBOOK,away_team_money_line_MATCHBOOK,home_team_money_line_PINNACLE,away_team_money_line_PINNACLE,home_team_money_line_Sports Interaction,away_team_money_line_Sports Interaction,home_team_money_line_youwager.eu,away_team_money_line_youwager.eu,home_team_spread_5Dimes,home_team_spread_sportbet,away_team_spread_5Dimes,away_team_spread_sportbet,home_team_spread_bet365,away_team_spread_bet365,home_team_spread_BETOnline,home_team_spread_SPORTS BETTING,away_team_spread_BETOnline,away_team_spread_SPORTS BETTING,home_team_spread_BOVADA,home_team_spread_bodog,away_team_spread_BOVADA,away_team_spread_bodog,home_team_spread_BOOKMAKER,home_team_spread_BetCRIS,away_team_spread_BOOKMAKER,away_team_spread_BetCRIS,home_team_spread_JAZZ,away_team_spread_JAZZ,home_team_spread_JUSTBET,away_team_spread_JUSTBET,home_team_spread_MATCHBOOK,away_team_spread_MATCHBOOK,home_team_spread_PINNACLE,away_team_spread_PINNACLE,home_team_spread_Sports Interaction,away_team_spread_Sports Interaction,home_team_spread_youwager.eu,away_team_spread_youwager.eu,under_total_5Dimes,under_total_sportbet,over_total_5Dimes,over_total_sportbet,under_total_bet365,over_total_bet365,under_total_BETOnline,under_total_SPORTS BETTING,over_total_BETOnline,over_total_SPORTS BETTING,under_total_BOVADA,under_total_bodog,over_total_BOVADA,over_total_bodog,under_total_BOOKMAKER,under_total_BetCRIS,over_total_BOOKMAKER,over_total_BetCRIS,under_total_JAZZ,over_total_JAZZ,under_total_JUSTBET,over_total_JUSTBET,under_total_MATCHBOOK,over_total_MATCHBOOK,under_total_PINNACLE,over_total_PINNACLE,under_total_Sports Interaction,over_total_Sports Interaction,under_total_youwager.eu,over_total_youwager.eu,away_team_money_line_intertops,home_team_money_line_intertops,away_team_spread_intertops,home_team_spread_intertops,under_total_intertops,over_total_intertops,away_team_money_line_HERITAGE,home_team_money_line_HERITAGE,away_team_spread_HERITAGE,home_team_spread_HERITAGE,under_total_HERITAGE,over_total_HERITAGE,away_team_money_line_BetPHOENIX,home_team_money_line_BetPHOENIX,away_team_spread_BetPHOENIX,home_team_spread_BetPHOENIX,under_total_BetPHOENIX,over_total_BetPHOENIX,away_team_money_line_SBR,home_team_money_line_SBR,away_team_spread_SBR,home_team_spread_SBR,under_total_SBR,over_total_SBR
,,,,,,,,,,,,,,,,,,,190.0,190.0,-210.0,-210.0,190.0,-230.0,185.0,185.0,-215.0,-215.0,190.0,190.0,-230.0,-230.0,190.0,190.0,-230.0,-230.0,,,180.0,-220.0,195.0,-200.0,193.0,-215.0,200.0,-250.0,170.0,-200.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-103.0,-105.0,-103.0,100.0,-120.0,-110.0,-110.0,-103.0,-103.0,-107.0,-107.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-101.0,-103.0,-106.0,-104.0,-115.0,-105.0,-110.0,-110.0,-220.0,180.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-178.0,-178.0,167.0,167.0,-180.0,160.0,-180.0,-180.0,160.0,160.0,-190.0,-190.0,165.0,165.0,-190.0,-190.0,160.0,160.0,-200.0,170.0,-180.0,160.0,-175.0,163.0,-180.0,162.0,-200.0,170.0,-185.0,162.0,105.0,105.0,-115.0,-115.0,-100.0,-120.0,-115.0,-115.0,-105.0,-105.0,-105.0,-105.0,-115.0,-115.0,-125.0,-125.0,105.0,105.0,-105.0,-115.0,100.0,-120.0,100.0,-107.0,107.0,-116.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,103.0,-109.0,102.0,-113.0,-115.0,-105.0,-110.0,-110.0,160.0,-180.0,-125.0,105.0,-105.0,-115.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-950.0,-950.0,750.0,750.0,-1300.0,800.0,-950.0,-950.0,710.0,710.0,,,,,-1000.0,-1000.0,700.0,700.0,,,-1200.0,800.0,-960.0,780.0,-1000.0,760.0,-1475.0,875.0,-1000.0,700.0,-102.0,-102.0,-108.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,106.0,-107.0,101.0,-109.0,-115.0,-105.0,-110.0,-110.0,-108.0,-108.0,-102.0,-102.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-106.0,-102.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,700.0,-1200.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,480.0,480.0,-570.0,-570.0,450.0,-600.0,475.0,475.0,-605.0,-605.0,450.0,450.0,-700.0,-700.0,450.0,450.0,-550.0,-550.0,385.0,-485.0,460.0,-610.0,460.0,-530.0,456.0,-543.0,550.0,-750.0,450.0,-600.0,-107.0,-107.0,-103.0,-103.0,-105.0,-115.0,-105.0,-105.0,-115.0,-115.0,120.0,120.0,-140.0,-140.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-105.0,100.0,-108.0,100.0,-105.0,-115.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-107.0,-101.0,-113.0,102.0,-115.0,-105.0,-110.0,-110.0,-600.0,440.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-1075.0,-1075.0,875.0,875.0,-1100.0,700.0,-1000.0,-1000.0,760.0,760.0,,,,,-1000.0,-1000.0,700.0,700.0,,,-1100.0,750.0,-950.0,840.0,-1000.0,760.0,-1175.0,775.0,,,-109.0,-109.0,-101.0,-101.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-105.0,-115.0,-107.0,104.0,-108.0,100.0,-110.0,-110.0,-110.0,-110.0,-103.0,-103.0,-107.0,-107.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,100.0,-105.0,100.0,-110.0,-110.0,-110.0,-110.0,-110.0,675.0,-1100.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,475.0,475.0,-560.0,-560.0,450.0,-600.0,455.0,455.0,-560.0,-560.0,400.0,400.0,-600.0,-600.0,450.0,450.0,-550.0,-550.0,430.0,-540.0,425.0,-550.0,440.0,-470.0,442.0,-525.0,500.0,-700.0,450.0,-600.0,-102.0,-102.0,-108.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-106.0,102.0,-108.0,100.0,-110.0,-110.0,-110.0,-110.0,-103.0,-103.0,-107.0,-107.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,104.0,-106.0,101.0,-111.0,-110.0,-110.0,-110.0,-110.0,-600.0,440.0,-120.0,100.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-750.0,-750.0,600.0,600.0,-800.0,550.0,-725.0,-725.0,565.0,565.0,,,,,-800.0,-800.0,600.0,600.0,,,-750.0,525.0,-800.0,600.0,-796.0,635.0,-850.0,600.0,-750.0,550.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-108.0,-105.0,-103.0,-110.0,-110.0,-110.0,-110.0,-106.0,-106.0,-104.0,-104.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-134.0,-102.0,-110.0,100.0,-110.0,-110.0,-110.0,-110.0,525.0,-750.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-170.0,-170.0,160.0,160.0,-180.0,160.0,-175.0,-175.0,155.0,155.0,-170.0,-170.0,150.0,150.0,-190.0,-190.0,160.0,160.0,-175.0,155.0,-178.0,158.0,-200.0,130.0,-175.0,158.0,-170.0,145.0,-170.0,150.0,-120.0,-120.0,110.0,110.0,-125.0,105.0,-120.0,-120.0,100.0,100.0,100.0,100.0,-120.0,-120.0,-120.0,-120.0,100.0,100.0,-125.0,105.0,-125.0,105.0,-124.0,105.0,-118.0,109.0,100.0,-120.0,-105.0,-115.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,100.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,160.0,-180.0,105.0,-125.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-450.0,-450.0,400.0,400.0,-500.0,375.0,-465.0,-465.0,380.0,380.0,-550.0,-550.0,375.0,375.0,-465.0,-465.0,385.0,385.0,-450.0,360.0,-465.0,385.0,-430.0,400.0,-440.0,377.0,-510.0,385.0,-470.0,370.0,-102.0,-102.0,-108.0,-108.0,-100.0,-120.0,-105.0,-105.0,-115.0,-115.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,111.0,-113.0,105.0,-114.0,-110.0,-110.0,-110.0,-110.0,-102.0,-102.0,-108.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,100.0,-102.0,-104.0,-106.0,-115.0,-105.0,-110.0,-110.0,360.0,-470.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-500.0,-500.0,435.0,435.0,-550.0,425.0,-510.0,-510.0,415.0,415.0,-600.0,-600.0,400.0,400.0,-500.0,-500.0,400.0,400.0,,,-500.0,400.0,-480.0,385.0,-500.0,423.0,-550.0,425.0,-500.0,400.0,-101.0,-101.0,-109.0,-109.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-111.0,-102.0,-110.0,102.0,-115.0,-105.0,-110.0,-110.0,-108.0,-108.0,-102.0,-102.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-118.0,-108.0,-102.0,-110.0,-110.0,-110.0,-110.0,410.0,-550.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,700.0,700.0,-900.0,-900.0,700.0,-1100.0,700.0,700.0,-910.0,-910.0,,,,,700.0,700.0,-1000.0,-1000.0,,,700.0,-1000.0,720.0,-880.0,704.0,-900.0,750.0,-1100.0,650.0,-900.0,-104.0,-104.0,-106.0,-106.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-108.0,100.0,-108.0,100.0,-105.0,-115.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-102.0,-106.0,-101.0,-109.0,-110.0,-110.0,-110.0,-110.0,-950.0,625.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-385.0,-385.0,345.0,345.0,-390.0,310.0,-370.0,-370.0,310.0,310.0,-380.0,-380.0,290.0,290.0,-375.0,-375.0,315.0,315.0,-375.0,315.0,-370.0,305.0,-385.0,340.0,-389.0,337.0,-415.0,315.0,-350.0,270.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,120.0,-123.0,115.0,-125.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-101.0,-107.0,-102.0,-108.0,-110.0,-110.0,-110.0,-110.0,315.0,-400.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-195.0,-195.0,180.0,180.0,-210.0,175.0,-210.0,-210.0,180.0,180.0,-200.0,-200.0,170.0,170.0,-205.0,-205.0,175.0,175.0,-210.0,175.0,-210.0,175.0,-202.0,195.0,-210.0,188.0,-230.0,190.0,-220.0,180.0,-104.0,-104.0,-106.0,-106.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-104.0,-102.0,-106.0,-102.0,-120.0,100.0,-110.0,-110.0,-102.0,-102.0,-108.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-102.0,-106.0,-103.0,-107.0,-110.0,-110.0,-110.0,-110.0,175.0,-205.0,-115.0,-105.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,160.0,160.0,-170.0,-170.0,155.0,-175.0,155.0,155.0,-175.0,-175.0,160.0,160.0,-180.0,-180.0,155.0,155.0,-175.0,-175.0,160.0,-180.0,155.0,-175.0,155.0,-167.0,154.0,-171.0,175.0,-215.0,162.0,-185.0,-110.0,-110.0,100.0,100.0,-100.0,-120.0,105.0,105.0,-125.0,-125.0,120.0,120.0,-140.0,-140.0,105.0,105.0,-125.0,-125.0,-115.0,-105.0,-115.0,-105.0,102.0,-110.0,106.0,-115.0,105.0,-125.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,104.0,-113.0,103.0,-114.0,-115.0,-105.0,-110.0,-110.0,-190.0,165.0,-105.0,-115.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,160.0,160.0,-170.0,-170.0,155.0,-175.0,150.0,150.0,-170.0,-170.0,155.0,155.0,-175.0,-175.0,160.0,160.0,-190.0,-190.0,155.0,-175.0,155.0,-175.0,155.0,-160.0,152.0,-169.0,150.0,-180.0,145.0,-165.0,103.0,103.0,-113.0,-113.0,-100.0,-120.0,100.0,100.0,-120.0,-120.0,110.0,110.0,-130.0,-130.0,100.0,100.0,-120.0,-120.0,105.0,-125.0,100.0,-120.0,102.0,-108.0,104.0,-112.0,105.0,-125.0,100.0,-120.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-101.0,-104.0,-102.0,-108.0,-110.0,-110.0,-110.0,-110.0,-175.0,155.0,-115.0,-105.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,107.0,107.0,-117.0,-117.0,105.0,-125.0,100.0,100.0,-120.0,-120.0,,,,,105.0,105.0,-125.0,-125.0,105.0,-125.0,110.0,-130.0,106.0,-112.0,103.0,-114.0,110.0,-130.0,105.0,-125.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,102.0,-107.0,100.0,-108.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,,,,,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,105.0,-107.0,-101.0,-109.0,-110.0,-110.0,-110.0,-110.0,-120.0,100.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-425.0,-425.0,378.0,378.0,-450.0,350.0,-445.0,-445.0,370.0,370.0,,,,,-425.0,-425.0,355.0,355.0,-450.0,360.0,-450.0,370.0,-430.0,380.0,-431.0,370.0,-465.0,355.0,-450.0,350.0,-104.0,-104.0,-106.0,-106.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-106.0,-102.0,-106.0,-102.0,-105.0,-115.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,101.0,-104.0,-108.0,-102.0,-110.0,-110.0,-110.0,-110.0,350.0,-450.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-165.0,-165.0,155.0,155.0,,,-165.0,-165.0,145.0,145.0,-165.0,-165.0,145.0,145.0,-175.0,-175.0,155.0,155.0,-165.0,145.0,-170.0,150.0,-159.0,157.0,-162.0,146.0,-165.0,140.0,-165.0,145.0,-115.0,-115.0,105.0,105.0,,,-115.0,-115.0,-105.0,-105.0,-105.0,-105.0,-115.0,-115.0,-120.0,-120.0,100.0,100.0,-120.0,100.0,-120.0,100.0,-106.0,105.0,-111.0,103.0,-110.0,-110.0,-120.0,100.0,-108.0,-108.0,-102.0,-102.0,,,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,101.0,-102.0,-104.0,-106.0,-110.0,-110.0,-110.0,-110.0,145.0,-165.0,100.0,-120.0,-115.0,-105.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,150.0,150.0,-160.0,-160.0,140.0,-160.0,145.0,145.0,-165.0,-165.0,145.0,145.0,-165.0,-165.0,140.0,140.0,-160.0,-160.0,145.0,-165.0,140.0,-160.0,149.0,-154.0,143.0,-158.0,135.0,-160.0,145.0,-165.0,-103.0,-103.0,-107.0,-107.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-105.0,-115.0,100.0,-101.0,-106.0,-102.0,-110.0,-110.0,100.0,-120.0,-102.0,-102.0,-108.0,-108.0,,,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,105.0,-106.0,102.0,-113.0,-110.0,-110.0,-110.0,-110.0,-165.0,145.0,-115.0,-105.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-130.0,-130.0,120.0,120.0,-135.0,115.0,-135.0,-135.0,115.0,115.0,,,,,-135.0,-135.0,115.0,115.0,-125.0,105.0,-135.0,115.0,-120.0,119.0,-130.0,118.0,-130.0,110.0,-140.0,120.0,-105.0,-105.0,-105.0,-105.0,110.0,-130.0,-110.0,-110.0,-110.0,-110.0,110.0,110.0,-130.0,-130.0,-110.0,-110.0,-110.0,-110.0,115.0,-135.0,-110.0,-110.0,102.0,-104.0,-105.0,-103.0,100.0,-120.0,-120.0,100.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-106.0,-104.0,-115.0,-105.0,-110.0,-110.0,110.0,-130.0,-115.0,-105.0,-110.0,-110.0,105.0,-125.0,-110.0,-110.0,-115.0,-105.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-530.0,-530.0,455.0,455.0,-600.0,450.0,-565.0,-565.0,450.0,450.0,,,,,-525.0,-525.0,425.0,425.0,-550.0,440.0,-600.0,450.0,-500.0,420.0,-545.0,457.0,-700.0,500.0,-600.0,450.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,108.0,-109.0,106.0,-115.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-106.0,100.0,-107.0,-103.0,-110.0,-110.0,-110.0,-110.0,425.0,-580.0,-110.0,-110.0,-110.0,-110.0,475.0,-625.0,-110.0,-110.0,-115.0,-105.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-525.0,-525.0,450.0,450.0,-600.0,450.0,-530.0,-530.0,425.0,425.0,,,,,-525.0,-525.0,425.0,425.0,,,-550.0,425.0,-520.0,460.0,-530.0,446.0,-700.0,500.0,-560.0,430.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,101.0,-105.0,-102.0,-106.0,-115.0,-105.0,-110.0,-110.0,-106.0,-106.0,-104.0,-104.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-108.0,100.0,-110.0,100.0,-115.0,-105.0,-110.0,-110.0,410.0,-550.0,-110.0,-110.0,-110.0,-110.0,455.0,-580.0,-110.0,-110.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,260.0,260.0,-290.0,-290.0,250.0,-310.0,250.0,250.0,-300.0,-300.0,270.0,270.0,-340.0,-340.0,250.0,250.0,-300.0,-300.0,,-300.0,250.0,-300.0,256.0,-264.0,264.0,-300.0,265.0,-335.0,250.0,-310.0,102.0,102.0,-112.0,-112.0,-105.0,-115.0,-105.0,-105.0,-115.0,-115.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-120.0,100.0,-105.0,-115.0,102.0,-104.0,103.0,-111.0,-105.0,-115.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,104.0,-103.0,-107.0,-110.0,-110.0,-110.0,-110.0,-320.0,260.0,100.0,-120.0,-110.0,-110.0,,,-100.0,-120.0,-105.0,-115.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-230.0,-230.0,210.0,210.0,-270.0,220.0,-250.0,-250.0,210.0,210.0,-260.0,-260.0,220.0,220.0,-250.0,-250.0,210.0,210.0,-245.0,205.0,-250.0,210.0,-222.0,216.0,-230.0,205.0,-265.0,215.0,-250.0,210.0,-108.0,-108.0,-102.0,-102.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-108.0,107.0,-111.0,103.0,-120.0,100.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,,,,,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-110.0,-103.0,-107.0,-110.0,-110.0,-110.0,-110.0,210.0,-250.0,-110.0,-110.0,-110.0,-110.0,185.0,-220.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-430.0,-430.0,380.0,380.0,-450.0,350.0,-440.0,-440.0,365.0,365.0,,,,,-450.0,-450.0,370.0,370.0,-450.0,360.0,-440.0,360.0,-420.0,400.0,-455.0,389.0,-480.0,370.0,-465.0,365.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,100.0,100.0,-120.0,-120.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-101.0,-105.0,-102.0,-106.0,-110.0,-110.0,100.0,-120.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-109.0,100.0,-109.0,-101.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,
